dtc_code,description,subsystem,category,severity,severity_score,safe_to_drive,immediate_repair,explanation,driver_action
C1898,Steering VAPS II Circuit Loop Open,Steering,Other,High,4,Depends,Yes,"A fault has been detected in the steering system, which can affect steering effort or precision.",Drive cautiously and be alert for changes in steering effort. Have the steering system inspected promptly.
C1899,Steering VAPS II Circuit Loop Short To Battery,Electrical,Electrical,High,4,Depends,Yes,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Drive cautiously and be alert for changes in steering effort. Have the steering system inspected promptly.
C1900,Steering VAPS II Circuit Loop Short To Ground,Steering,Other,High,4,Depends,Yes,"A fault has been detected in the steering system, which can affect steering effort or precision.",Drive cautiously and be alert for changes in steering effort. Have the steering system inspected promptly.
C1901,Ride Control RR Shock Actuator Circuit Failure,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Ride Control RR Shock Actuator Circuit Failure). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1902,Ride Control RR Shock Actuator Circuit Open,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Ride Control RR Shock Actuator Circuit Open). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1903,Ride Control RR Shock Actuator Circuit Short To Battery,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
C1904,Ride Control RR Shock Actuator Circuit Short To Ground,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Ride Control RR Shock Actuator Circuit Short To Ground). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1905,Ride Control LR Shock Actuator Circuit Failure,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Ride Control LR Shock Actuator Circuit Failure). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1906,Ride Control LR Shock Actuator Circuit Open,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Ride Control LR Shock Actuator Circuit Open). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1907,Ride Control LR Shock Actuator Circuit Short To Battery,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
C1908,Ride Control LR Shock Actuator Circuit Short To Ground,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Ride Control LR Shock Actuator Circuit Short To Ground). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1909,Ride Control RF Shock Actuator Circuit Failure,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Ride Control RF Shock Actuator Circuit Failure). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1910,Ride Control RF Shock Actuator Circuit Open,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Ride Control RF Shock Actuator Circuit Open). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1911,Ride Control RF Shock Actuator Circuit Short To Battery,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
C1912,Ride Control RF Shock Actuator Circuit Short To Ground,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Ride Control RF Shock Actuator Circuit Short To Ground). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1913,Ride Control LF Shock Actuator Circuit Failure,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Ride Control LF Shock Actuator Circuit Failure). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1914,Ride Control LF Shock Actuator Circuit Open,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Ride Control LF Shock Actuator Circuit Open). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1915,Ride Control LF Shock Actuator Circuit Short To Battery,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
C1916,Ride Control LF Shock Actuator Circuit Short To Ground,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Ride Control LF Shock Actuator Circuit Short To Ground). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1917,Steering EVO Out-of-Range Fault,Steering,Other,High,4,Depends,Yes,"A fault has been detected in the steering system, which can affect steering effort or precision.",Drive cautiously and be alert for changes in steering effort. Have the steering system inspected promptly.
C1918,Air Suspension Ride Height Select Switch Circuit Failure,Suspension,Other,Medium,3,Yes,No,"A fault has been detected in the suspension system, which can affect ride height, comfort, or vehicle stability.",Drive cautiously over rough roads. Have the suspension system inspected soon.
C1920,Led #1 Circuit Failure,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Led #1 Circuit Failure). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1921,VAPS Solenoid Actuator Output Circuit Failure,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (VAPS Solenoid Actuator Output Circuit Failure). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1922,VAPS Solenoid Actuator Output Circuit Open,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (VAPS Solenoid Actuator Output Circuit Open). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1923,VAPS Solenoid Actuator Output Circuit Short To Battery,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
C1924,VAPS Solenoid Actuator Output Circuit Short To Ground,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (VAPS Solenoid Actuator Output Circuit Short To Ground). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1925,VAPS Solenoid Actuator Return Circuit Failure,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (VAPS Solenoid Actuator Return Circuit Failure). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1926,VAPS Solenoid Actuator Return Circuit Open,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (VAPS Solenoid Actuator Return Circuit Open). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1927,VAPS Solenoid Actuator Return Circuit Short To Battery,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
C1928,VAPS Solenoid Actuator Return Circuit Short To Ground,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (VAPS Solenoid Actuator Return Circuit Short To Ground). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1929,Air Suspension Front Compressor Relay Circuit Failure,Suspension,Other,Medium,3,Yes,No,"A fault has been detected in the suspension system, which can affect ride height, comfort, or vehicle stability.",Drive cautiously over rough roads. Have the suspension system inspected soon.
C1930,Air Suspension Front Compressor Relay Circuit Open,Suspension,Other,Medium,3,Yes,No,"A fault has been detected in the suspension system, which can affect ride height, comfort, or vehicle stability.",Drive cautiously over rough roads. Have the suspension system inspected soon.
C1931,Air Suspension Front Compressor Relay Circuit Short To Battery,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
C1932,Air Suspension Front Compressor Relay Circuit Short To Ground,Suspension,Other,Medium,3,Yes,No,"A fault has been detected in the suspension system, which can affect ride height, comfort, or vehicle stability.",Drive cautiously over rough roads. Have the suspension system inspected soon.
C1933,Solenoid Current Out Of Range,Chassis,Other,Medium,3,Yes,No,A fault has been detected in the Chassis subsystem (Other): Solenoid Current Out Of Range. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (C1933). Monitor the vehicle for any worsening symptoms in the meantime.
C1934,HPU (Hydraulic Pump Unit) Pressurisation Failure,Chassis,Other,Medium,3,Yes,No,A fault has been detected in the Chassis subsystem (Other): HPU (Hydraulic Pump Unit) Pressurisation Failure. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (C1934). Monitor the vehicle for any worsening symptoms in the meantime.
C1935,Chime Circuit Failure,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Chime Circuit Failure). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1936,Hydraulic Pump Relay Circuit Failure,Electrical,Electrical,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Hydraulic Pump Relay Circuit Failure). This typically points to a damaged connector, wire, or component within the Electrical subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Electrical).
C1937,Steering Wheel Angle Sensor Offset Failure,Steering,Other,High,4,Depends,Yes,"A fault has been detected in the steering system, which can affect steering effort or precision.",Drive cautiously and be alert for changes in steering effort. Have the steering system inspected promptly.
C1938,Invalid Steering Wheel Angle Sensor ID,Steering,Other,High,4,Depends,Yes,"A fault has been detected in the steering system, which can affect steering effort or precision.",Drive cautiously and be alert for changes in steering effort. Have the steering system inspected promptly.
C1939,Brake Pressure Switch Input Circuit Failure,Braking,Braking,Critical,5,Depends,Yes,A fault has been detected in the braking system. This can directly affect the vehicle's ability to stop safely.,Inspect the braking system immediately. Do not drive if braking performance feels reduced or the pedal feels abnormal.
C1940,Brake Pressure Switch Mechanical Failure,Braking,Braking,Critical,5,Depends,Yes,A fault has been detected in the braking system. This can directly affect the vehicle's ability to stop safely.,Inspect the braking system immediately. Do not drive if braking performance feels reduced or the pedal feels abnormal.
C1942,Unrecognized Powertrain Configuration,Chassis,Other,Medium,3,Yes,No,A fault has been detected in the Chassis subsystem (Other): Unrecognized Powertrain Configuration. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (C1942). Monitor the vehicle for any worsening symptoms in the meantime.
C1943,Airbag Deployment Indication Input Fault,Restraint System,Body,Critical,5,Depends,Yes,"A fault has been detected in the airbag/restraint system, which may prevent the system from deploying correctly in a collision.",Have the airbag/restraint system inspected as soon as possible; it may not deploy correctly in a collision.
C1944,Gauge Driver Circuit Fault,Chassis,Other,Medium,3,Yes,No,A fault has been detected in the Chassis subsystem (Other): Gauge Driver Circuit Fault. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (C1944). Monitor the vehicle for any worsening symptoms in the meantime.
C1945,Park Switch Indicates Park with Vehicle Moving,Chassis,Other,Medium,3,Yes,No,A fault has been detected in the Chassis subsystem (Other): Park Switch Indicates Park with Vehicle Moving. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (C1945). Monitor the vehicle for any worsening symptoms in the meantime.
C1946,Seat Track Position Switch Circuit Open,Chassis,Other,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Seat Track Position Switch Circuit Open). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
C1947,Seat Track Position Switch Circuit Short to Ground,Chassis,Other,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Seat Track Position Switch Circuit Short to Ground). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
C1948,Seat Track Position Switch Circuit Resistance Out of Range,Chassis,Other,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Seat Track Position Switch Circuit Resistance Out of Range). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
C1949,Accelerometer Sensor Circuit Open,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Accelerometer Sensor Circuit Open). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1950,Accelerometer Sensor Circuit Failure,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Accelerometer Sensor Circuit Failure). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1951,Lateral Accelerometer Sensor Circuit Open,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Lateral Accelerometer Sensor Circuit Open). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1952,Yaw Rate Sensor Circuit Open,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Yaw Rate Sensor Circuit Open). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1953,Master Cylinder Pressure Sensor Circuit Open,Engine,Engine,High,4,Depends,Yes,"A wiring or circuit-level fault has been detected (Master Cylinder Pressure Sensor Circuit Open). This typically points to a damaged connector, wire, or component within the Engine subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Engine).
C1954,Master Cylinder Pressure Sensor Circuit Failure,Engine,Engine,High,4,Depends,Yes,"A wiring or circuit-level fault has been detected (Master Cylinder Pressure Sensor Circuit Failure). This typically points to a damaged connector, wire, or component within the Engine subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Engine).
C1955,Steering Angle Sensor Circuit Open,Steering,Other,High,4,Depends,Yes,"A fault has been detected in the steering system, which can affect steering effort or precision.",Drive cautiously and be alert for changes in steering effort. Have the steering system inspected promptly.
C1956,Steering Angle Sensor Circuit Failure,Steering,Other,High,4,Depends,Yes,"A fault has been detected in the steering system, which can affect steering effort or precision.",Drive cautiously and be alert for changes in steering effort. Have the steering system inspected promptly.
C1957,Dynamic Stability Control Valve RF Circuit Failure,Braking,Braking,High,4,Depends,Yes,"The anti-lock braking / stability control system has detected a fault, which may disable ABS, traction, or stability assistance.","Drive with extra caution, especially on wet or slippery roads. Have the ABS/traction control system inspected promptly."
C1958,Dynamic Stability Control Valve LF Circuit Failure,Braking,Braking,High,4,Depends,Yes,"The anti-lock braking / stability control system has detected a fault, which may disable ABS, traction, or stability assistance.","Drive with extra caution, especially on wet or slippery roads. Have the ABS/traction control system inspected promptly."
C1959,Lateral Accelerometer Sensor Circuit Failure,Chassis,Other,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (Lateral Accelerometer Sensor Circuit Failure). This typically points to a damaged connector, wire, or component within the Chassis subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Chassis).
C1960,Driver Brake Apply Circuit Fault,Braking,Braking,High,4,Depends,Yes,A fault has been detected in the braking system. This can directly affect the vehicle's ability to stop safely.,Inspect the braking system immediately. Do not drive if braking performance feels reduced or the pedal feels abnormal.
C1961,Park Lamp Relay Coil Circuit Failure,Lighting,Body,Low,2,Yes,No,"A fault has been detected in the vehicle lighting circuit, which can reduce visibility or signaling to other drivers.",Check and replace the affected bulb or fuse. Avoid night driving until lighting is restored.
C1962,Park Lamp Relay Coil Short to Battery,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
C1963,Stability Control Inhibit Warning,Braking,Braking,High,4,Depends,Yes,"The anti-lock braking / stability control system has detected a fault, which may disable ABS, traction, or stability assistance.","Drive with extra caution, especially on wet or slippery roads. Have the ABS/traction control system inspected promptly."
P0000,No trouble code,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): No trouble code. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P0000). Monitor the vehicle for any worsening symptoms in the meantime.
P0001,Fuel Volume Regulator Control Circuit / Open,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P0002,Fuel Volume Regulator Control Circuit Range/Performance,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P0003,Fuel Volume Regulator Control Circuit Low,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P0004,Fuel Volume Regulator Control Circuit High,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P0005,Fuel Shutoff Valve Control Circuit / Open,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P0006,Fuel Shutoff Valve Control Circuit Low,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P0007,Fuel Shutoff Valve Control Circuit High,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P0008,Engine Position System Performance - Bank 1,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Engine Position System Performance - Bank 1. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P0008). Monitor the vehicle for any worsening symptoms in the meantime.
P0009,Engine Position System Performance - Bank 1,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Engine Position System Performance - Bank 1. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P0009). Monitor the vehicle for any worsening symptoms in the meantime.
P0010,Intake Camshaft Position Actuator Circuit / Open (Bank 1),Engine,Engine,High,4,Depends,Yes,"The camshaft position or timing signal is abnormal, which can cause rough running and reduced engine performance.",Have the engine timing system inspected promptly. Avoid prolonged driving if stalling or rough running occurs.
P0011,Intake Camshaft Position Timing - Over-Advanced (Bank 1),Engine,Engine,High,4,Depends,Yes,"The camshaft position or timing signal is abnormal, which can cause rough running and reduced engine performance.",Have the engine timing system inspected promptly. Avoid prolonged driving if stalling or rough running occurs.
P0012,Intake Camshaft Position Timing - Over-Retarded (Bank 1),Engine,Engine,High,4,Depends,Yes,"The camshaft position or timing signal is abnormal, which can cause rough running and reduced engine performance.",Have the engine timing system inspected promptly. Avoid prolonged driving if stalling or rough running occurs.
P0013,Exhaust Camshaft Position Actuator Circuit / Open (Bank 1),Engine,Engine,High,4,Depends,Yes,"The camshaft position or timing signal is abnormal, which can cause rough running and reduced engine performance.",Have the engine timing system inspected promptly. Avoid prolonged driving if stalling or rough running occurs.
P0014,Exhaust Camshaft Position Timing - Over-Advanced (Bank 1),Engine,Engine,High,4,Depends,Yes,"The camshaft position or timing signal is abnormal, which can cause rough running and reduced engine performance.",Have the engine timing system inspected promptly. Avoid prolonged driving if stalling or rough running occurs.
P0015,Exhaust Camshaft Position Timing - Over-Retarded (Bank 1),Engine,Engine,High,4,Depends,Yes,"The camshaft position or timing signal is abnormal, which can cause rough running and reduced engine performance.",Have the engine timing system inspected promptly. Avoid prolonged driving if stalling or rough running occurs.
P0016,Crankshaft Position Camshaft Position Correlation Bank 1 Sensor A,Engine,Engine,High,4,Depends,Yes,"The crankshaft position signal is abnormal, which can cause stalling, rough running, or a no-start condition.",Have the engine timing system inspected promptly. Avoid prolonged driving if stalling or rough running occurs.
P0017,Crankshaft Position Camshaft Position Correlation Bank 1 Sensor B,Engine,Engine,High,4,Depends,Yes,"The crankshaft position signal is abnormal, which can cause stalling, rough running, or a no-start condition.",Have the engine timing system inspected promptly. Avoid prolonged driving if stalling or rough running occurs.
P0018,Crankshaft Position Camshaft Position Correlation Bank 2 Sensor A,Engine,Engine,High,4,Depends,Yes,"The crankshaft position signal is abnormal, which can cause stalling, rough running, or a no-start condition.",Have the engine timing system inspected promptly. Avoid prolonged driving if stalling or rough running occurs.
P0019,Crankshaft Position Camshaft Position Correlation Bank 2 Sensor B,Engine,Engine,High,4,Depends,Yes,"The crankshaft position signal is abnormal, which can cause stalling, rough running, or a no-start condition.",Have the engine timing system inspected promptly. Avoid prolonged driving if stalling or rough running occurs.
P0020,Intake Camshaft Position Actuator Circuit / Open (Bank 2),Engine,Engine,High,4,Depends,Yes,"The camshaft position or timing signal is abnormal, which can cause rough running and reduced engine performance.",Have the engine timing system inspected promptly. Avoid prolonged driving if stalling or rough running occurs.
P0021,Intake Camshaft Position Timing - Over-Advanced (Bank 2),Engine,Engine,High,4,Depends,Yes,"The camshaft position or timing signal is abnormal, which can cause rough running and reduced engine performance.",Have the engine timing system inspected promptly. Avoid prolonged driving if stalling or rough running occurs.
P0022,Intake Camshaft Position Timing - Over-Retarded (Bank 2),Engine,Engine,High,4,Depends,Yes,"The camshaft position or timing signal is abnormal, which can cause rough running and reduced engine performance.",Have the engine timing system inspected promptly. Avoid prolonged driving if stalling or rough running occurs.
P0023,Exhaust Camshaft Position Actuator Circuit / Open (Bank 2),Engine,Engine,High,4,Depends,Yes,"The camshaft position or timing signal is abnormal, which can cause rough running and reduced engine performance.",Have the engine timing system inspected promptly. Avoid prolonged driving if stalling or rough running occurs.
P0024,Exhaust Camshaft Position Timing - Over-Advanced (Bank 2),Engine,Engine,High,4,Depends,Yes,"The camshaft position or timing signal is abnormal, which can cause rough running and reduced engine performance.",Have the engine timing system inspected promptly. Avoid prolonged driving if stalling or rough running occurs.
P0025,Exhaust Camshaft Position Timing - Over-Retarded (Bank 2),Engine,Engine,High,4,Depends,Yes,"The camshaft position or timing signal is abnormal, which can cause rough running and reduced engine performance.",Have the engine timing system inspected promptly. Avoid prolonged driving if stalling or rough running occurs.
P0026,Intake Valve Control Solenoid Circuit Range/Performance (Bank 2),Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Intake Valve Control Solenoid Circuit Range/Performance (Bank 2). Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P0026). Monitor the vehicle for any worsening symptoms in the meantime.
P0027,Exhaust Valve Control Solenoid Circuit Range/Performance (Bank 2),Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Exhaust Valve Control Solenoid Circuit Range/Performance (Bank 2). Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P0027). Monitor the vehicle for any worsening symptoms in the meantime.
P0028,Intake Valve Control Solenoid Circuit Range/Performance (Bank 2),Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Intake Valve Control Solenoid Circuit Range/Performance (Bank 2). Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P0028). Monitor the vehicle for any worsening symptoms in the meantime.
P0029,Exhaust Valve Control Solenoid Circuit Range/Performance (Bank 2),Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Exhaust Valve Control Solenoid Circuit Range/Performance (Bank 2). Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P0029). Monitor the vehicle for any worsening symptoms in the meantime.
P0030,Heated Oxygen Sensor (H02S) Heater Control Circuit Bank 1 Sensor 1,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0031,Heated Oxygen Sensor (HO2S) Heater Circuit Low Voltage Bank 1 Sensor 1,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0032,Heated Oxygen Sensor (HO2S) Heater Circuit High Voltage Bank 1 Sensor 1,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P0033,Turbo/Super Charger Bypass Valve Control Circuit / Open,Air Intake,Engine,High,4,Depends,Yes,"The turbo/supercharger boost system is reporting a fault, which can cause a loss of power or engine damage if ignored.",Avoid hard acceleration until inspected. Have the turbo/supercharger boost system checked promptly.
P0034,Turbo/Super Charger Bypass Valve Control Circuit Low,Air Intake,Engine,High,4,Depends,Yes,"The turbo/supercharger boost system is reporting a fault, which can cause a loss of power or engine damage if ignored.",Avoid hard acceleration until inspected. Have the turbo/supercharger boost system checked promptly.
P0035,Turbo/Super Charger Bypass Valve Control Circuit High,Air Intake,Engine,High,4,Depends,Yes,"The turbo/supercharger boost system is reporting a fault, which can cause a loss of power or engine damage if ignored.",Avoid hard acceleration until inspected. Have the turbo/supercharger boost system checked promptly.
P0036,Heated Oxygen Sensor (HO2S) Heater Control Circuit Bank 1 Sensor 2,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
